listing_id,id,date,reviewer_id,reviewer_name,comments,sentiment_label
32880579,634594115145800026,2022-05-25,164515929,Steven,Great value and location with easy access to the Fridhelmsplan metro. Lack of windows was no issue and made for a very deep sleep!,1
13988429,650500261278886124,2022-06-16,42556498,Linda,Beautiful and well decorated apartment in an amazing location! It allowed us to enjoy our 3-day Stockholm trip to the fullest! Also communication with Abel was always super smooth and friendly!We can definetly recommend a stay.,1
29244757,672987596466659222,2022-07-17,52977139,Eric,"Great location to enjoy Stockholm. Close to town, easy transport yet a wonderful quiet area. Great hosts.",1
648157214982908411,1272385250232673647,2024-10-21,27774854,Abbie,Great space and great location. Plenty of room to relax after a full day of walking. Tight/small bathroom.,1
1206474495700630938,1228899363587821100,2024-08-22,312288022,Aleksander,"Awesome stay, would give 10 stars if I could. Everything was superb, highly recommended!",1
27224432,533298911,2019-09-21,2859248,Paul,This property is outstanding.  Michael met us when we arrived and gave us a grand tour of the property and amenities. Groceries are a few steps away as well as the T Station.  Our trip was greatly simplified by this location where we could quickly get to our chosen destinations.  The facilities were absolutely wonderful with a full array of utensils and appliances for every need.  Everything was new and comfortable with excellent television and internet services on a very fast wi-fi. Our hosts Sylvia and Michael were exceptionally helpful with full explanations and assistance in arranging economical no-hassle travel to Arlanda Airport on our departure.   This certainly tops our list as a place to stay in Stockholm and we are planning to use it again on our next trip to the area.,1
1089757834750383686,1236162862546429622,2024-09-01,466731299,Veera-Viola,"Spacious apartment, great location. Nice restaurants & second hand shops nearby. Location excellent especially for fellow finns since ship terminal isn’t too far away.",1
33839826,596958529,2020-01-24,187434485,Laura,"This is a great, central studio apartment in Stockholm. The area is great with a ton of fab restaurants. Everywhere is easy to get to. August is a great host and is super responsive. The place has lovely stylish touches and there is everything you need there for a stay in Stockholm. Highly recommend.",1
32098038,423799692,2019-03-15,47471759,Javier,"Great location, great apartment - bigger than it appears on the pictures. Excellent choice for the weekend with friends or during the week for work! Will definitely come back.",1
807725510461190605,949104495242867218,2023-08-02,14588561,Nicole,"Perfect spot for our family of 3.  Super central in Gamla Stan, walkable to everything.  Close to ferries and metro stop.  You really feel like you are living in the center of Old Town with everything at your feet.  Beautiful little apartment, perfect for us.  Bed was amazing, slept best nights of our trip.  2nd floor walkup. Gabi was a perfect host, super helpful, will stay again when I come back to Stockholm!",1
49843211,667954423370380187,2022-07-10,176035387,Emma,11 out of 10! Such a beautiful home and we loved the balcony room so much!,1
44401476,630917758636184920,2022-05-20,173278022,Nate,"The apartment is very convenient, and not a bad walk from Centralstation, even with luggage. It was clean, on a fairly quiet street (we could leave the windows open and still get to sleep on the early side) , and had enough space. If you're tall, watch your head in a couple spots, but I would happily stay there again.",1
3101290,685313984233622776,2022-08-03,469341313,William,Amazing house and great communication from the host!  I would recommend you stay here for your next trip to Stockholm.,1
911425130608084017,933871501640933412,2023-07-12,33949770,Charlotte,"An excellent place to stay, right in the middle of old town, yet on a small side street away from the busy square which is a 30 second walk away. Lovely having the apartment on ground level, incredible easy to access. It’s a small studio apartment, but very functional with lots of natural light. Amenities were good and everything you needed. I’d been travelling awhile and really appreciated the washing machine. I would stay here again.",1
6242152,633109473346737647,2022-05-23,86583682,Insa,"I was extremely happy with my stay in Roger's appartment as it had everything I was looking for during my 10-day stay in STHLM: only 500 m to my morning swim in the lake Mälaren, reasonably quiet, a large, well equipped kitchen (dishwasher!), washing machine, a comfortable bed, enough space to work and yoga, and a balcony. What else could you want? Definitely recommending it!",1
16855800,462792997171770279,2021-09-30,403998564,Alina,"The apartment is clean and cozy, it’s located in a beautiful quiet district. We spent there 1,5 weeks and had everything for comfortable stay.<br/>Anna and Peter are perfect hosts! They helped us whenever we needed and answered all the questions.<br/>I highly recommend this place!",1
23739852,690345978406322554,2022-08-10,27107478,Terhi,"We really enjoyed the visit. The location is great, authentic old atmosphere is lovely. Communication and instructions were really prompt and good.",1
1369232,531744215,2019-09-18,19353433,Jared,The place was as described and an easy walk to the Skarpnäck station to get right to Central station. No issues!,1
13391680,847627081140225917,2023-03-15,504847544,Walter,"I recently stayed at Peter's AirBnB during a business trip to Stockholm, and I am pleased with my experience. Peter was a friendly and attentive host, ensuring my needs were met and questions answered.<br/>The apartment, though small, was well-designed and equipped with all necessary facilities, including a small kitchen. This allowed me to prepare meals, adding convenience to my stay. Located on Stockholm's outskirts, it was near a metro station, providing easy access to downtown in just 30 minutes.<br/>Being a budget-friendly option in an expensive city, Peter's accommodation offers excellent value for money. The cozy space, helpful host, and convenient public transportation made my stay comfortable and hassle-free.<br/>In conclusion, I recommend Peter's AirBnB for business travelers seeking a cost-effective and well-equipped stay in Stockholm, with easy access to both city center and the calm of a suburban area.",1
43995578,1315160911248495485,2024-12-19,340806382,Sami,"Overall reponsive host, good location and really nice elevator.<br/>But the toilet is combinated with the Shower and it's not confortable.",0
25202058,344328818,2018-11-03,34125385,Naomi,"Wow. Where do we begin. Karl and his family have a beautiful home in a lovely family-orientated part of Stockholm. This was our first visit to Sweden and we felt that we had hit the jackpot with Karl’s home. It was warm, has all the amenities you could wish for and it was like being home from home. <br/>We stayed for a week but could have stayed for three more - we didn’t want to leave! The walk from the local underground station to the house is a very comfortable 10 minute amble, which we happily did daily with a usually reluctant 4 year old! There is a play park and woodlands on route which helped! Local supermarkets providing everything you need, and a short train ride to the centre made for a very easy visit.<br/>Thisbe, their beauty of a cat, will make you feel even more welcome (if that’s even possible!). As cat lovers, we were in heaven!<br/>Although we didn’t meet Karl, we kept in regular contact throughout the trip and instructions were crystal clear. We would love to return to Karl’s home and if ever we visit Stockholm again we wouldn’t think twice about booking here. Thank you Karl and family <3",1
48074313,430897655834849897,2021-08-17,394316289,Amalin,LOVED it here. This place can be suitable for either short or long term stay. It has the perfect location in Stockholm and a beautiful balcony view of the sea. Gionni is a great host and answers all questions when you need him to.,1
34265935,1243373324441739356,2024-09-11,170992501,Sam,"Thank you to Andreea and her very tasteful place in Södermalm for a lovely end to our Sweden trip. The apartment is super stylish and Andreea is really generous and helpful. Great contact too. I’d fully recommend this spot if you are looking for a calm, well located place in a stylish part of the city",1
46915374,983159298211919802,2023-09-18,223349562,Matas,"Everything was great, very good location in the city center. The apparment was spotless.",1
3695394,301462219,2018-08-04,84847958,Marta,We’ve been very comfortable and happy during our stay at Lena’s adorable and cute cottage. His son Didrik has been very nice and always willing to help us. Many thanks Didrik!!! We’ll repeat if we come back to Stockholm ;-),1
595400737749956344,946192335736352600,2023-07-29,54973457,Laine,"Nice appartment in a very good location right in the middle of old town - great for people watching. Close enough to public transportation. Very comfortable beds. The bathroom was small but functional; I wish water from shower would not run all over bathroom floor. The windows are very old, and I was little bit scared to open them up because once unlocked the top leans back and window is only secured by chain. However, since the air felt stuffy in the appartment, I got the courage to open them. On Fri and Sat mornings we were woken up around 6am by trash pick up or perhaps delivery for the bar under the apartment, but since we were so tired we went back to bed, it didnt bother us. <br/>Overall, I would stay here again!",1
31347264,453937017,2019-05-17,42550610,Steven,"This isn't the typical airbnb. This is not someone's appartment that they've put personal care and attention into to make your stay special. This is a hotel room. But this hotel doesn't have the common ammeneties of a typical hotel: no common sitting area with big windows (which is much needed, I'll get to that in a moment) and staff is only available for the middle 4 hours of the day whenb you're likely out and about.<br/>The room was very clean and of nice quality, but there are NO windows. It's in a great location that is within walking distance of several stores, restaurants, bus stops and the excellent Stockholm subway system.<br/>It was a good price for the location and cleanliness. If you're expecting your airbnb to be a special part of your vacation experience, this one isn't for you. If you're looking for a secure, clean, comfortable place to sleep at night then this will do the trick--just set an alarm to get the day started because you'll never know when it's daylight.",0
44150140,729465032,2021-02-07,148391340,Romain,It's ok !,0
28263657,934663003894294054,2023-07-13,23838046,Deniz,"This is my second time here. And I just love the place. Everything about this stay was wonderful. If you are looking for a place: very central, with lots of character, with real history but perfectly renovated and modern inside, with everything you would need and of top quality, with personal touches this is where you should stay. They do have other listings in the same building so check out for the one that would suit you. And a special thanks to dear Matilda who was always there and always lovely :))",1
772366545171851013,978130065091175540,2023-09-11,49695924,André,"5 out of 5 without a question: quick and crystal clear communication at the start, got all my questions answered, flexible check-in, the place had nothing to complain about, was very clean and felt like ‘my place’ for the period, it is perfectly situated and surrounded by things a visitor might need (supermarkets, cafés, restaurants, parks…). I’d be happy to come back again. Tack så mycket, Helena and Patrik.",1
30685213,887548131647986759,2023-05-09,424120139,Nick,"Very nice stay!  The no window was no problem for me, I had a great stay.  Has everything you would need, and amazing breakfast and dinner places all within a 10min walk.",1
49554701,804171250035267515,2023-01-14,182581681,Elisa,I had a very lovely stay at Daniela’s place. The house was cozy and comfortable and very well equipped. Daniela was super responsive. Can recommend for a peaceful stay close to the city center!,1
24978414,1054277754919462472,2023-12-25,428347629,Jonathan,"This was a fantastic stay! It is easy to navigate to from the train station and lots of restaurants and pubs close by. The loft was clean and the self check in was easy. Thank you for allowing us to stay here, would book again during another visit.",1
19940048,919425210397739284,2023-06-22,28605820,Kayleen,"This was our last two night after being away for 60 days. It was our most unpleasant  accomodation on our trip with the description of the place not what we got. It’s 52 stairs, with no outdoor area, it’s only one bedrooms (second bed is in the dining room) no stainless steel oven, toaster and kettle old and pealing, no water, harbour, city or lake view as the description says and no blind on the dining room window with 21 hours of day light. Location was great but disappointing when I asked Airbnb to make the host take down the incorrect information so that people are getting what they pay for and their response was “write a review if you’re unhappy, we can’t make hosts rewrite their listings”. It’s a great location but I think it’s important that the listing is correct.",0
581243,654178391062736049,2022-06-21,184227683,Tatu,Nice room and good location. Host was very friendly.,1
42401918,1159330991186731154,2024-05-18,93214447,Evelyn,"Anna is such a kind and lovely host - she gave great recommendations and was super accomodating. Her house is also beautifully styled and very clean, so it was a lovely stay. Thank you so much for having us!",1
1000056802929658315,1025959450649165465,2023-11-16,129393512,Joe,Had a wonderful time! Beautiful apartment and amazing location. Will definitely stay again next I'm in town.,1
1238351059057380013,1312245112708998988,2024-12-15,449733330,Kaleab Abeje,"They are a highly responsible and professional team, providing clear and straightforward instructions.",1
25970120,1225969394040232158,2024-08-18,53337949,Alexandra,"Great apartment in a fantastic location.  Perfect for a family! Clean, fresh, and easy to use. <br/>The only downside is that the elevator is very small - which is typical of buildings in the area.",1
882486724277140939,1228124259404462245,2024-08-21,264280413,Victoria,"The bed was broken and collapsed every night. Despite the fact that we asked him to repair the bed every day, Olof only replied with a standardised message that he didn't have anyone who could repair the bed and tried to contact someone. However, the problem was not raised.",0
893505963679264845,1234009318727901632,2024-08-29,1914499,Alexander,"Nice little cosy room, perfect for a shorter stay :)",1
30812963,469294910378225100,2021-10-09,409600343,Daniel,"Really clean, great location great price!",1
48024274,642552383275488830,2022-06-05,22807784,Þjóðbjörg Heiða,"Tove was very responsive and nice about answering all our questions during our stay. She also made sure we had everything we needed/asked for. Location is perfect for families, and others who like a quiet and cosy neighbourhood. Very close to a big metro station, easy to get around the city. Beautiful garden with a very nice playground only a few steps away.",1
30688548,928083034722873886,2023-07-04,152699806,Rowan,"Clean space, nice furnishing, close to everything. Robin was friendly and helpful too",1
1039197161191778581,1078907924959719569,2024-01-28,51348267,Carla,Great place for the price I paid. Good location to get to sights around Sweden and walkable distance to nice area with shops and restaurants. Apartment is as pictured. There is no flexibility with check in/check out times which isn’t ideal if your flights are v early or late. I was asked for my social media before staying however my Airbnb profile is verified so I did not provide this and it was fine. Overall would recommend.,1
2015509,91237141,2016-08-04,73650757,Angela,"Lina is a wonderful communicator, who from the moment of our enquiry was so gracious with her suggestions and recommendations.  We thoroughly enjoyed our time at Lina's, in her light filled home.  There's plenty of space and I loved the decor!  The location was great with good amenities close by.  ",1
41896424,921600606786956540,2023-06-25,368926934,Sebastian,"Had a great stay at this property with my family.  The apartment is clean and the amenities are as described, and Elias was both responsive and accommodating in dealing with any developments that arose.  The location serves as an excellent ""home base"" for a touristic holiday as it's conveniently located two blocks from a subway (which is only 3 stops from the central station), and it has an abundance of restaurant and shopping options that are handy for supplying the apartment with everything you need.  Good value for money, highly recommend.",1
739726,7366935,2013-09-17,275183,David,"Sanna's is perfect for a weekend in Stockholm. Lovely, Cosy and well located ! The Neighborhood is calm and quiet and has everything you need ! Sanna is kind and great. We've really felt at home !<br/><br/>We recommand it !",1
21793613,620740961,2020-03-24,110641325,Rebecca,We can highly recommend to rent this apartment handled by Kerstin. The apartment is very cosy and clean.,1
533880,30797959,2015-04-27,12035634,Peter,Jarl's apartment was in a good central location (only two stops from Central station!). Supermarket and bakery 2 minutes walk away. Jarl was friendly and welcoming. Great guy and great price for where you stay! Would definitely recommend it ,1
6666960,130907857,2017-02-09,79893763,Lisa,Absolutely beautiful! Lovely light filled space in the scenic and almost traffic free old town makes for a peaceful stay. Close proximity to Royal Palace and several bars and restaurants. ,1
881697403538194439,1252758613029393066,2024-09-24,12710520,Nicole,Great place to stay in Stockholm.  Easy to access all the sites.,1
641260180476064168,717149750964110251,2022-09-16,417413218,Sophie,"The apartment is very big, beautiful and with a great connection to the city center. The communication with Brian was also very fast, uncomplicated and friendly. I would definitely recommend staying here!",1
33870509,587640970,2020-01-03,35756186,Thomas,The appartment is very well located. It is very cal and clean. It's ideal for a couple who wants to spent days in the Swedish capital.Communication with Lars is very easy. He sent us lot of messages to help with how to use the facilities in the appartment.,1
12987910,130780654,2017-02-08,75409092,Deividas,The flat was clean and cozy. We found everything in the apartment that was necessary. Transportation were good. Till subway station was about 5min by walking.,1
843547258388024626,978070364735385449,2023-09-11,292871049,Tewfik,"My wife, my sister and I spent 4 nights in September in the beautiful cozy house offered by Emilie and Alexander, and we felt at home right away.<br/>The place was clean and meticulously decorated. It looked exactly like the pictures and it had all the described amenities.<br/>We met the co-host Alexander who was super nice and considerate as he brought curtains and hangers as soon as we asked him. The check-in itself was flexible as we arrived late but we were warmly welcome<br/>The neighbourhood was very calm and peaceful and it was easy to use the public transportation to arrive quickly to the city center.<br/>Thank you so much Emilie and Alexander for making our stay memorable and we definitely recommend this place!",1
703984137849374750,899846287402318663,2023-05-26,1499344,Hannah,"staying here was great. Emma-Sara made check in easy, and was very flexible with my schedle. it is a great location, and I was able to walk to where I wanted or catch a nearby metro. <br/>Her three cats are cute and fun to be around, I guess just beware if you aren't a cat person!",1
24650660,1262253564023225291,2024-10-07,474916030,Sepina,"‏Threst was truly a great host. The house was very beautiful, well-equipped, and had a lovely, lush garden. It was located in a nice neighborhood with convenient access to shops. <br/>Threst was very cooperative and friendly. We enjoyed our stay . <br/>The only downside was that, since the house was made of wood, walking or going up and down the stairs would cause some noise.<br/>‎‏We are very happy to have met him, and we hope to travel and stay there again.",1
36693017,719338873709344139,2022-09-19,179993213,Corey,This apartment is even lovelier than the pictures. It was so comfortable and cute. We didn't want to leave.,1
1187574557476257550,1250570759671774916,2024-09-21,651957868,Jacob,Decent place to stay for two nights.,1
23739852,664975531059488174,2022-07-06,1710760,Gwyneth,"Excellent location, good value. Nicely appointed. Easy contact-less check-in and check-out. We were four and found the pull-out sofa bed wasn’t particularly comfortable with two people in it. But for only 2 nights it was fine.",1
5955651,1007800557823073169,2023-10-22,221892500,Sian,"I had such a wonderful stay here. It was the perfect place to come in from the cold. Super well connected in terms of transport but also surrounded by beautiful countryside, I felt like I had the best of both worlds. The house was also peaceful and bright. Uffe provided so much extra information which meant I could plan well ahead and this made my trip as stress free as possible. Would love to return sometime!",1
39546291,699070722540732179,2022-08-22,19600870,Carla,We enjoyed our stay at Lisbeth's. We had the whole apartment which had everything we needed for a comfortable stay. So close to transport links and less than 10 minutes on the train to the centre. Would recommend to anyone needing a place to stay in Stockholm. Lisbeth was kind and helpful.,1
910998638570845132,1160002893393363739,2024-05-19,377535124,Valeria,"i’m so grateful with Edlira, she was very kind and even when my flight was late she welcomed me to her home without hesitation, definitely recommend this place!!",1
39864414,694668434387456272,2022-08-16,56297723,Mark,"Lovely apartment and great location in Södermalm, close to shopping, restaurants and public transportation",1
8406721,605603251945148199,2022-04-15,41303901,Tony,Stanely's place was absolutely adorable and really made me feel like home in the city I love.<br/>The house had everything one person could possibly hope for.<br/>You could quickly walk to the Gamla Stan station (subway) and the area was overall very nice with many supermarkets & shops.<br/>Stanley was super quick to answer to all my messages and overall super easy to communicate with. He was flexible about my check in time and on all levels made the experience even better with his tips.<br/>I would highly recommend Stanley's home for your stay in Stockholm.,1
620838362122237480,929549753136974107,2023-07-06,239414761,Chris,"Fantastic place in the old town of Stockholm. Clean, spacious and very handy, that we were able to walk to many of the great locations on offer in Stockholm. Plus wonderful restaurants around the corner. Would definitely recommend it to friends",1
40301184,843337430298192683,2023-03-09,493701142,Pak Sin,"The room is clean, big and quiet. Wonderful stay! High level of privacy and the laundry room is my favourite place! The location is good and convenient. Just a minor flaw for the absence of heater in the bathroom.",1
21278549,670757173363355225,2022-07-14,459250127,Jean-Luc,"The apartment is ideally located for visiting Stockholm (5 minutes from the metro then 20 minutes from the city center) The environment is pretty and very quiet. The small terrace is pleasant in good weather.<br/>It is very pleasant, spacious and well equipped. The indications left and communicated by Andréa were very clear.",1
1137608845266015387,1215857103341992336,2024-08-04,79162006,Tip,Nice apartment for the price,1
50965425,593264677277895596,2022-03-29,440719934,Clara,The apartment ist very nice. There is everything you need. It's only a short walk away from the old town.,1
34884387,642532708257355885,2022-06-05,57198468,Yuan Teng,"We loved Lars’ and Kari’s place! Super cute apartment with everything that you need - toiletries, laundry amenities, comfy bed etc. There was even a sauna in the bathroom that made everything so pretty and wholesome. Location was also ideal - quiet neighbourhood that was 10min to the train, which takes you to the city centre very quickly.<br/>Lars was also very welcoming and helpful; always eager and available when we needed assistance, and also humorous! Thank you so much for having us and for your hospitality. I highly recommend their place and would love to be back in the near future!",1
242188,2052424,2012-08-21,787427,James,"Lidia is a very cool host. Her place is very well located and comfortable. Very nice to talk to her about her life experiences. I highly recommend having her breakfasts. She sets out quite a spread for only 50 Krowns. It is a great way to start the morning. Make sure you follow her instructions on taking the J to her apartment and you will be set finding her. The bed was really comfortable . Especially after sleeping on Russian ferrys. I plan on coming back to Stockholm next summer and will definitely be asking Lidia if she has a room for me. <br/>",1
1060420327557772141,1197687132559339954,2024-07-10,4646528,Jill,"We had a really lovely time at Truls place. The apt was exactly as described. We arrived early from NY and Truls let us check in way ahead of time, which was amazing. The apt was comfortable and clean and was easy to walk around the city and explore. We would absolutely stay here again!",1
42560340,1228883724542230323,2024-08-22,464859551,Madalena,Modern apartment in a calm neighborhood and close enough to the city. The hosts were very friendly and provided recommendations for our visit! Would recommend staying here!,1
6753639,982477423502835330,2023-09-17,332700125,Mark,"Great place to stay, cannot beat the location of the charm of this place.",1
776012,94510419,2016-08-16,18541796,Geoffrey,Our host was gracious and informative. Despite the fact that our arriving flight  was delayed by five hours the host made sure that the key exchange was easy and efficient. The apartment is located in a great location for a first time visitor to Stockholm who wants to be based in the medieval city. We found that we could walk to most of the tourist sites. The apartment is clean and functional. On our day of departure we were able to walk to the Central Train Station in less than 15 minutes. We will highly recommend this ideally located apartment to our family and friends.,1
299154,484633543,2019-07-09,20777216,Suvi,"Very good location, pictures were accurate, Daniel was very nice host.",1
1240676806710793130,1276743153349450451,2024-10-27,654476331,Pierre,Everything was great,1
6370777,395400663083506543,2021-06-29,131441005,Alexandra,"Everything worked out, nice location, great host!",1
1647364,1104306706519138317,2024-03-03,1644787,Margaret,Excellent spot! We loved our stay here and particularly appreciated having the crib for our kiddo and the great views!,1
34190045,599460749,2020-01-30,8258124,Freya,"Great apartment, well-equipped kitchen and amazing to have Netflix as an extra touch. Close to transport to be in the centre quickly. Would stay again!",1
50965045,1077390267186570740,2024-01-26,143368470,Nathan,"Nice , modern apartment with very comfortable bed.",1
31302872,668679694215843428,2022-07-11,207649994,Jordan,Great location and clean room. Close to grocery store and train station that will take you to Stockholm in 15 mins. Would highly recommend!,1
23876186,978173182630030065,2023-09-11,59504055,Eyob,Daniel was very helpful and responsive. The apartment is fantastically located to access central Stockholm pretty quickly. Everything was as described and I really enjoyed my stay!,1
45326108,557062833584238760,2022-02-07,442657584,Shuk Yee,Adam is very nice. He picked me up at the train station. Recommend to everyone. Thank you!,1
50716900,1010046303728298118,2023-10-25,104738297,David,Great apartment in quiet location but close to the city centre. Lots of bars and restaurants nearby. Although the bedroom is small the living room and kitchen are very spacious. Without doubt this is a great apartment for a short or long stay in Stockholm.,1
36463610,577930383,2019-12-16,10572272,Jane,Great location <br/>Quiet area<br/>Good amenities,1
54340352,1286861211278795687,2024-11-10,27695483,Leanne,"Great location, modestly sized apartment but very comfortable for one person",1
1196215514640754829,1292683199672724135,2024-11-18,287409254,Hesther,"We had a beautiful stay at Lukas’s place! It was very clean, spacious, nicely decorated and very walkable to everything in the city. Lukas was also very proactive and responsive with communication. Would definitely stay here again :)",1
6639610,419332192828850663,2021-08-01,116929073,Lisa,"I can recommend staying at Alkesandras. The flat is cute and tidy and has a really beautiful and romantic view. The location also is good, next to the flat are several bars and restaurants with a nightlife (but you will not hear it inside). Communication with Aleksandra was good and helpful. Thank you! xo",1
1153177,40628969,2015-08-01,37551782,Carmen,"This was our first Airbnb experience and it was flawless. I've only rented condos or homes when I've not stayed in hotels in the past and been expected to launder sheets and towels (or bring my own) and clean the house before leaving. This was a true bed and breakfast and Terry was a true and gracious host. He arranged for a car for us so we had transport to the apartment, then greeted us with an amazing spread of food, including delicious homemade pasta and salad dishes. The kitchen was stocked with all the essentials, as was the bath, should we have needed additional toiletries. He shared all the tips we'd need to get around town, and was responsive when we reached out to him. I would not only stay there again but also stay in other Airbnb properties based on this experience. Terry, you're the best! Thanks again!",1
18004529,251585543,2018-04-08,26235843,Lawrence,"Kris had been kind and very responsive, we constantly communicate and everything was as describe. great location, quiet place. surrounded with all amenities u need. highly recommend",1
50965316,1182545687793947368,2024-06-19,45220154,Jane,Perfect location and apartment. So easy to get in and out. Great communication.,1
13451059,247069056,2018-03-27,62072567,Eli,Lovely room - perfect place to shack up for a few days,1
6370777,589492483,2020-01-06,40968415,Margareta,"Ture was a very helpful host, superfast in answering and the location is fantastic to explore downtown Stockholm",1
711973071016066169,740448366764589000,2022-10-18,41143662,Tian,"We had a nice stay at Camilla’s apartment. Very cozy and nicely located at a quiet, trendy neighbourhood. I would recommend Camilla’s apartment to all guests!",1
684076651150075906,962225117199574382,2023-08-20,280882590,Francine,"Location: The place is conveniently located just four stops away from Gamla Stan. There are two supermarkets (one with a post office), a convenience store, a park, and lots of local amenities just a short walk away.<br/>The flat: The place is bright and well-cleaned. A roomba cleans the floor every day, and there’s a squeegee wiper to keep the shower floor dry. The kitchen is well-stocked with equipment, and the living room is nice and cosy. The only downside is that there’s no washing machine so we had to go to a local laundry place (which Raffaela kindly recommended). Also, since the building is old and the flats don’t have carpets, you can sometimes hear the neighbour upstairs. Nothing too bad though.<br/>The host: Rafaella gives clear instructions on how to find the place, how to check in, and what to do with wastes & recycling. She also responds very quickly to our questions and is extremely helpful.<br/>All in all, it was a pleasant stay and we really recommend it.",1
1647364,516227644,2019-08-24,99996846,Roberta,"All is wonderfull! Very large and confertable, and very well located!!! Elisabet is a SuperHost!",1
8931999,352331166,2018-11-25,49884777,Eli,Had a great stay in a great location!  Kim was very helpful and we were very comfortable.  It was one of our favorite Airbnb accommodations.  I would definitely recommend Kim's apartment!,1
33164777,608595369,2020-02-21,331842024,Mary,A really great place to stay. I felt very welcome. Extremely clean and well decorated apartment that I was super happy to wake up in and come back to each day. The bedroom is very comfortable and made me wish it was my own. <br/>Not far from the city center and a direct bus/metro journey that will make you feel more like a commuting local. <br/>Simon is very nice and helpful. He offered lots of great tips and assistance. <br/>I couldn’t recommend more as a nice home base for visiting Stockholm!,1
299154,668412858,2020-09-27,88707493,Jean Et Virginie,Just over the top<br/>Merci daniel,1
988922257578891743,1271635545035290139,2024-10-20,570757837,Elizabeth,We loved staying here! Great location from central Stockholm! I want to come back! Such a nice place!,1
1000568200253234296,1243360349714338348,2024-09-11,185385842,Joseph,"We couldn't have been more pleased with this apartment! The  location was a short train ride from Stockholm City and a seven minute walk from the Alvsjo train station. The apartment itself was beautifully decorated and absolutely spotless. Linda- Marie was a very attentive host, providing us with very detailed check-in instructions and available literally within minutes to answer all our questions. We've stayed in many airbnbs and this one ranks as one of the best!",1
1035515827405390145,1139738065113524311,2024-04-21,60098636,Alexandra,"Gorgeous and spacious apartment! The neighborhood was quiet but steps from several restaurants, bars and shops. You’re about 20mins from central area but the views from Sodermalm are fantastic. This place has everything you need. After 4 days, it felt like home. <br/>PS. If you’re looking to do laundry there, you’ll need to reserve a time slot ahead in advance. It seems like it books quickly.",1
773935750310374393,882425196466655471,2023-05-02,185148235,Jule,Sneha and her partner were both very friendly and helpful at all times. The apartment was clean and everything matched the descriptions. We really enjoyed our stay and can definitely recommend the place! :D,1
1117171391212689656,1210716307474017008,2024-07-28,296739383,Theo,Very nice and Pleasant home! Would recommend.,1
37301374,988983423154274729,2023-09-26,94125800,Wen,It’s really convenient! Safe for solo traveler,1
20083733,277902997,2018-06-17,193409123,Tapani,"Small room, nice people.",0
1000400661414412409,1297791246004885540,2024-11-25,658154686,Abdelfetah,"Amazing home, in a quiet area and so was very peaceful, but still very close to to the city and places were easily accessible.<br/>It felt like a home and was very comfortable to stay in!",1
893860232825093833,1165145076602484532,2024-05-26,398700919,James,"As expected, friendly host.",1
48799126,1187525770386803658,2024-06-26,269179208,Jason,Maria and Jonatan were extreme responsive and accommodating. The location was easily walkable to the metro and the house was well stocked for cooking. We highly recommend and would look to stay here on a future trip.,1
755843,169561062,2017-07-13,21331063,Mona,"Perfect apartment for a visit with our 2 grandsons ( 15 and 16 )   Public transport just on the corner, restaurants close by and walking distance to Gamla Stan about 30 minutes. Buying a bus, metro ticket is worthwhile. Available at metro stations or 7 .11. Shops. Will definitely recommend this apartment to friends. Thank you Par for all the information.",1
40459005,1213686897108866031,2024-08-01,236173251,Kévin,"Amazing stay, well located and I was very well received. Beautiful rooms that have good insulation from noise outside, and it is very clean and tidy ! I Recommend",1
30807581,646148944653614036,2022-06-10,108491409,Sharon And Sara,"Wonderful stay. Everything was as stated. Apartment was clean, comfortable, quiet, and safe. Will be staying here again",1
30177569,1089732667383555962,2024-02-12,20870457,Catie,"Great place to stay in Stockholm! I’d highly recommend and would stay again next time I’m in Stockholm. <br/>Things that made it a great stay: <br/>-The host was very responsive and helpful<br/>-Well located and easy to get to from the metro <br/>-Clean with everything needed for a comfortable stay<br/>-Great burger place for a quick bite right below <br/>The hosts notes in the listing that there is a smell of oil from the burger restaurant but we never smelled it within the flat, just in the stairwell so this didn’t bother us at all inside the flat. The listing also notes noise disturbances due to the restaurant below, but again this was barely noticeable and wasn’t bothersome to our stay.",1
40814875,599500596,2020-01-30,245694006,Inwook,Such a wonderful room with scandinavian interior design. Enjoyed to stay here a lot. 100% recommended place. 20mins to Stockholm downtown.<br/>Clean and calm neighbors and fantastic hosts. <br/>You might see a lovely cat trying to come into your space.,1
9243174,129127386,2017-01-29,46632683,Antonino,"Had a really nice stay, great flat",1
36925986,700569160270146725,2022-08-24,30795964,Sabine,Nice apartment in a very calm neighbourhood with great beds for a perfect sleep after a busy day! Thank you for all!,1
33546399,589678001022230558,2022-03-24,264120413,Maya,Great location. Lots of stairs so difficult with luggage but Beautoful apartment. Would definitely stay here again. The only issue is only enough hot water for one person to shower which was an issue for a group of 3.,1
40877826,658379529,2020-08-30,162629058,Katarzyna,"Great place, very quiet and cosy but at the same time well connected with the rest of the city via subway. Near the hotel there is plenty of shops, some nice restaurants perfect for a lunch but also wonderful lane by the water ideal for jogging. The hotel is under ground which means there are no windows or there are small windows, but c'mon Stockholm is not a city that can be watched through the window, it's too beautiful for it. I recommend this hotel as a perfect place to stay in Stockholm and if I ever return there I will for sure stay at Niro. I'm glad it survived global lockdowns, disappearing of Niro would be a huge lost for hotel industry.",1
